isbn,series,language,publisher,price,title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
9780399504334.00,Amphigorey #1,English,TarcherPerigee,11.64,Amphigorey,Fifteen Books,,Comics & Graphic Novels,1980,4.05,220,35332
9780140443875.00,Les Rougon-Macquart #15,English,Penguin Classics,2.24,Terre,,Émile Zola,Fiction,1980,4.08,499,1053
9780060094935.00,Bromeliad Trilogy #1-3,English,HarperCollins,12.4,The Bromeliad Trilogy,"Truckers, Diggers, and Wings",Terry Pratchett,Juvenile Fiction,2003,4.06,502,5681
9780751506471.00,Morland Dynasty #10,English,"Little, Brown Book Group",4.63,The Tangled Thread,,Cynthia Harrod-Eagles,Fiction,1987,4.31,474,297
9780842361934.00,Before They Were Left Behind #1,English,Tyndale House Publishers,3.12,The Rising,Antichrist is Born Before They Were Left Behind,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005,4.19,400,14261
9780345468369.00,,English,Ballantine Books,4.74,Oh My Stars,A Novel,Lorna Landvik,Fiction,2005,3.89,416,5339
9780679731146.00,Provence #1,English,Vintage,2.68,A Year in Provence,,Peter Mayle,Provence (France),1991,3.96,207,52434
9780439098267.00,,English,Arthur A. Levine,3.29,The Mouse and His Child,,Russell Hoban;David Small,Juvenile Fiction,2001,3.97,244,1780
9780811201063.00,,English,New Directions,6.36,The Air-conditioned Nightmare,,Henry Miller,Fiction,1970,3.83,292,2627
9781400078479.00,,English,Vintage,8.62,Love,A Novel,,Fiction,2005,3.73,224,7095
9780425203897.00,,English,Berkley,1.9,Hideaway,,Dean Ray Koontz,Fiction,2005,3.83,413,29475
9780758214096.00,Sexy in NYC #2,English,Brava,2.76,You Don't Know Jack,,Erin McCarthy,Fiction,2006,3.72,255,2757
9780345487629.00,Boscastle #6,English,Ballantine Books,0.84,The Devilish Pleasures of a Duke,,Jillian Hunter,Fiction,2007,3.98,345,933
9780060584030.00,Alex Barnaby #2,English,HarperCollins,3.19,Motor Mouth,,Janet Evanovich,Fiction,2006,3.67,312,21885
9780140018325.00,,English,Penguin Books,1.45,Kiss Kiss,,Roald Dahl,Fiction,1962,4.11,231,5652
9780751506457.00,Morland Dynasty #8,English,"Little, Brown Book Group",3.37,The Maiden,,Cynthia Harrod-Eagles,Fiction,1985,4.27,413,322
9780007120864.00,Miss Marple #2,English,Harper,4.26,The Thirteen Problems,,Agatha Christie,"Detective and mystery stories, English",2002,3.89,315,12840
9780385315289.00,,English,Delta,2.84,Running from Safety,An Adventure of the Spirit,Richard Bach,Biography & Autobiography,1995,3.79,368,1723
9780307236012.00,The Meaning of Liff #2,English,Three Rivers Press,7.12,The Deeper Meaning of Liff,A Dictionary of Things There Aren't Any Words for Yet-- But There Ought to be,Douglas Adams;John Lloyd,Humor,2005,3.93,192,3924
9780425198803.00,Mageverse #1,English,Berkley Sensation,3.1,Master of the Night,,Angela Knight,Fiction,2004,3.88,296,4597
9781400040308.00,,English,Alfred A. Knopf,7.71,A Madman Dreams of Turing Machines,,Janna Levin,Fiction,2006,3.68,230,1098
9780811209458.00,,English,New Directions,7.76,The Blue Flowers,,Raymond Queneau,Poetry,1985,4.04,232,974
9780812532470.00,Orion #1,English,Tor Science Fiction,6,Orion,A Novel,Ben Bova,Fiction,1992,3.71,432,1357
9780099282969.00,,English,Vintage,3.42,Bagombo Snuff Box,Uncollected Short Fiction,Kurt Vonnegut,American fiction,2000,3.72,295,7849
9780345345066.00,Middle-earth Universe,English,Del Rey,2.17,The Tolkien Reader,,J. R. R. Tolkien,Fiction,1986,3.99,272,4092
9780785108115.00,New X-Men (2001) #1,English,Marvel,8.79,New X-Men - Volume 1,E is for Extinction,,Comics & Graphic Novels,2006,4.06,144,7371
9780345483898.00,High Druid of Shannara #1,English,Del Rey,3.17,Jarka Ruus,,Terry Brooks,Fiction,2005,3.97,416,11867
9780552146739.00,Discworld Companion Books,English,Corgi,2.95,Nanny Ogg's Cookbook,,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,Fiction,2001,4,176,5415
9780393324358.00,,English,W. W. Norton Company,7.37,Fanny,Being the True History of the Adventures of Fanny Hackabout-Jones : a Novel,Erica Jong,Fiction,2003,3.79,512,943
9780152051242.00,Annals of the Western Shore #1,English,Harcourt,8.72,Gifts,,Ursula K. Le Guin,Juvenile Fiction,2006,3.69,286,6442
9781578562589.00,,English,Waterbrook Press,2.58,Having a Mary Heart in a Martha World,Finding Intimacy with God in the Busyness of Life,Joanna Weaver,Religion,2000,4.17,256,14170
9780060598846.00,,English,HarperTorch,4.48,Love Overboard,,Janet Evanovich,Fiction,2005,3.65,244,11223
9780439847773.00,Kidnapped #1,English,Scholastic Inc.,2.86,The Abduction,,Gordon Korman,Juvenile Fiction,2006,3.99,144,3232
9781400075713.00,No. 1 Ladies' Detective Agency #7,English,Anchor,3.4,Blue Shoes and Happiness,,Alexander McCall Smith,Fiction,2007,4.06,256,21814
9780575075368.00,Derkholm #1,English,Gollancz,1.64,Dark Lord of Derkholm,,Diana Wynne Jones,Fantasy fiction,2003,4.12,328,12369
9780679431367.00,Sword of Honour #1-3,English,Everyman's Library,22.82,The Sword of Honour Trilogy,,Evelyn Waugh,Fiction,1994,4.24,711,1068
9780843948103.00,Deed #1,English,Leisure Books,3.52,The Deed,,Lynsay Sands,Fiction,2004,3.93,313,2937
9780393061635.00,,English,W. W. Norton Company,7.83,The Making of the Fittest,DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll,Science,2006,4.07,304,2532
9781857239706.00,The Word & The Void #3,English,Orbit,2.77,Angel Fire East,,Terry Brooks,Courage,1999,4.1,440,9851
9780609602195.00,,English,Clarkson Potter,5.77,The Barefoot Contessa Cookbook,Secrets from the Legendary Specialty Food Store for Simple Food and Party Platters You Can Make at Home,Ina Garten,Cooking,1999,4.15,256,27422
9780425211069.00,Mysteria #1,English,Berkley Sensation,1.05,Mysteria,,MaryJanice Davidson,Fiction,2006,3.72,340,3006
9780373802135.00,Partholon #4,English,Luna,5.81,Elphame's Choice,,P. C. Cast,Fiction,2004,4.02,551,3894
9780140231571.00,,English,Penguin Books,10.76,Whores for Gloria,,William T. Vollmann,Fiction,1994,3.69,160,896
9780060598808.00,,English,HarperTorch,1.85,Thanksgiving,,Janet Evanovich,Fiction,2006,3.6,228,10334
9781840239249.00,,English,Image,2.92,Ministry of Space,,Warren Ellis;Chris Weston;Laura DePuy,Imperialism,2005,3.71,100,1298
9780883689448.00,,English,Whitaker House,19.28,God's Generals,Why They Succeeded and why Some Failed,Roberts Liardon,Biography & Autobiography,2003,4.45,416,1396
9780375422713.00,No. 1 Ladies' Detective Agency #6,English,Pantheon,3.34,The Good Husband of Zebra Drive,,Alexander McCall Smith,Botswana,2007,4.07,233,21433
9780007121106.00,Hercule Poirot #38,English,HarperCollins,3.16,Third Girl,,Agatha Christie,Belgians,2002,3.62,365,13705
9780843949742.00,,English,Leisure,5.75,The Reluctant Reformer,,Lynsay Sands,Fiction,2002,3.93,371,1204
9780385731829.00,Magic in Manhattan #2,English,Delacorte Press,6.96,Frogs and French Kisses,,Sarah Mlynowski,Juvenile Fiction,2006,3.97,288,4827
9780345435774.00,High Druid of Shannara #2,English,Del Rey Books,9.96,Tanequil,,Terry Brooks,Fiction,2005,3.98,357,10507
9780439884761.00,Guardians of Ga'Hoole #1-4,English,Scholastic Paperbacks,19.71,Guardians of Ga'hoole,"The Capture, the Journey, the Rescue, & the Siege",Kathryn Lasky,Juvenile Fiction,2006,4.25,865,595
9780060598891.00,Elsie Hawkins #4,English,Harper,3.77,The Rocky Road to Romance,,Janet Evanovich,Fiction,2004,3.67,249,9470
9780440905608.00,,English,Dell,5.74,Beowulf,a new telling,Robert Nye,Fiction,1982,3.49,94,1615
9780060928414.00,,English,Harper Perennial,3.03,Slowness,A Novel,Milan Kundera,Fiction,1997,3.66,156,9454
9780345472458.00,,English,Ballantine Books,7.32,The Amateur Marriage,A Novel,Anne Tyler,Fiction,2006,3.61,342,12584
9780099474395.00,,English,Arrow,0.84,The Talisman Ring,,Georgette Heyer,Great Britain,2005,4,268,5332
9780385731843.00,Magic in Manhattan #1,English,Delacorte Press,1.45,Bras & Broomsticks,,Sarah Mlynowski,Juvenile Fiction,2005,3.72,310,8615
9780385495547.00,The Hinges of History #4,English,Anchor,2.78,Sailing the Wine-Dark Sea,Why the Greeks Matter,Thomas Cahill,History,2004,3.77,352,2380
9780671024185.00,,English,Pocket Books,3.53,Morgan's Run,,Colleen McCullough,Fiction,2002,3.94,848,3394
9781557092649.00,Nancy Drew Mystery Stories #18,English,Applewood Books,20.15,The Mystery of the Moss-Covered Mansion,,Carolyn Keene,Juvenile Fiction,2003,3.88,215,4787
9780312987015.00,Vampire Huntress #1,English,St. Martin's Paperback,3.48,Minion,,L. A. Banks,Fiction,2004,3.44,286,5437
9780843953244.00,Deed #3,English,Leisure Books,5.95,The Chase,,Lynsay Sands,Fiction,2004,4.05,374,2011
9780385733878.00,Magic in Manhattan #3,English,Delacorte Books for Young Readers,6.02,Spells and Sleeping Bags,,Sarah Mlynowski,Juvenile Fiction,2007,4.05,324,4329
9780316706001.00,,English,Back Bay Books,3.28,The Ice Storm,A Novel,Rick Moody,Fiction,2002,3.67,288,4482
9780374530495.00,,English,"Farrar, Straus and Giroux",9.54,Palm-of-the-Hand Stories,,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,2006,4,288,1721
9780446614160.00,,English,Grand Central Publishing,3.12,Words of Silk,,Sandra Brown,Fiction,2005,3.55,224,2600
9780786881482.00,,English,Miramax Books,10.76,Love,Ten Poems,Pablo Neruda,Poetry,1995,4.46,43,1305
9780007119356.00,Hercule Poirot #19,English,HarperCollins,3.33,Appointment with Death,,Agatha Christie,Detective and mystery stories,2001,3.86,303,24859
9780312937720.00,Vampire Huntress #3,English,St. Martin's Paperbacks,2.86,The Hunted,,L. A. Banks,Fiction,2005,4.14,565,2705
9780143039938.00,,English,Discus / Avon,15.04,The Book of Imaginary Beings,,Jorge Luis Borges;Margarita Guerrero;Andrew Hurley;Peter Sís,Fiction,2006,4.09,236,4809
9780156572040.00,,English,Mariner Books,8.06,"Marcovaldo, Or, The Seasons in the City",,Italo Calvino,Fiction,1983,3.88,128,5381
9780785123262.00,New X-Men (2001) #1-7,English,Marvel,331.87,New X-Men Omnibus,,Grant Morrison;Frank Quitely,Comics & Graphic Novels,2006,4.22,1096,2861
9780618196258.00,,English,HMH Books for Young Readers,5.12,Midnight is a Place,,Joan Aiken,Juvenile Fiction,2002,3.91,304,838
9780385721912.00,,English,Anchor Books,2.86,Man Walks Into a Room,A Novel,Nicole Krauss,Fiction,2003,3.33,248,5322
9780670037605.00,,English,Viking,3.21,Mayflower,"A Story of Courage, Community, and War",Nathaniel Philbrick,History,2006,3.87,461,29543
9780761104841.00,,English,Workman Publishing Company,2.77,"1,000 Places to See Before You Die",,Patricia Schultz,Travel,2003,3.85,992,35589
9780743435383.00,Empire of Man #1,English,Baen Books,2.77,March Upcountry,,David Weber;John Ringo,Fiction,2002,4.18,608,9455
9780312940027.00,Vampire Huntress #5,English,St. Martin's Paperbacks,3.07,The Forbidden,,L. A. Banks,Fiction,2006,4.27,490,2115
9780300093049.00,,English,Yale University Press,10.71,Art and Beauty in the Middle Ages,,Umberto Eco,Art,2002,3.98,144,947
9780312934439.00,Vampire Huntress #6,English,St. Martin's Paperbacks,6.11,The Damned,,L. A. Banks,Fiction,2007,4.28,492,1975
9780141185323.00,,English,Penguin Classics,0.84,The Years,,Virginia Woolf,Fiction,2002,3.77,444,2712
9780152057664.00,,English,Harcourt,5.02,Frankenstein Makes a Sandwich,,Adam Rex,Juvenile Nonfiction,2006,4.21,40,1860
9780425199329.00,Dirk Pitt #17,English,G.P. Putnam's Sons,2.77,Trojan Odyssey,,Clive Cussler,Fiction,2004,3.93,463,14788
9780312352356.00,Vampire Huntress #7,English,St. Martin's Griffin,3.82,The Forsaken,,L. A. Banks,Fiction,2006,4.35,448,1860
9780553587241.00,Hubbard's Point/Black Hall #5,German,Knaur,1.92,Beach Girls,,Luanne Rice,Fiction,2004,4.06,448,8026
9781400032143.00,,English,Random House,3.3,The Crazed,A Novel,Ha Jin,Cerebrovascular disease,2003,3.49,336,1698
9780385720106.00,,English,Anchor Books,2.89,A Map of the World,,Jane Hamilton,Fiction,1995,3.8,400,67012
9780140137989.00,,English,Penguin,6.25,Case Histories I,Dora and Little Hans,Sigmund Freud,Child analysis,1990,3.74,331,33
9780448095158.00,Nancy Drew Mystery Stories #15,English,Grosset & Dunlap,3.51,The Haunted Bridge,,Carolyn Keene,Juvenile Fiction,1972,3.92,180,7364
9780064403870.00,Rats of NIMH #3,English,HarperCollins,15.79,"R-T, Margaret, and the Rats of NIMH",,Jane Leslie Conly,Juvenile Fiction,1991,3.52,272,631
9780064402453.00,Rats of NIMH #2,English,HarperCollins,8.07,Racso and the Rats of NIMH,,Jane Leslie Conly,Juvenile Fiction,1988,3.76,288,3231
9780425209219.00,Mageverse #4,English,Berkley Sensation,3.01,Master of Swords,,Angela Knight,Fiction,2006,4.2,294,2784
9780449911945.00,Rabbit Angstrom #4,English,Random House Trade,5.05,Rabbit at Rest,,John Updike,Fiction,1996,3.97,608,13038
9780393329124.00,,English,W.W. Norton & Company (NYC),5.43,Spook: Science Tackles the Afterlife,,Mary Roach,Language Arts & Disciplines,2006,3.58,311,29027
9781887178945.00,,English,Counterpoint,25.7,The Dancing Girl of Izu and Other Stories,,Yasunari Kawabata,Fiction,1998,3.78,176,1322
9780671704643.00,Dirk Pitt #8,English,Pocket Books,4.95,Cyclops,,Clive Cussler,Fiction,1989,3.87,473,11445
9780465069903.00,The Science Masters Series,English,HarperCollinsPublishers,3.66,River Out of Eden,A Darwinian View of Life,Richard Dawkins,Science,1996,3.97,172,5653
9780449001158.00,Asher Lev #2,English,Ballantine Books,5.2,The Gift of Asher Lev,,Chaim Potok,Fiction,1997,4.15,384,6071
9780785127239.00,"Anita Blake, Vampire Hunter Graphic Novels #1 issues #1-6",English,Marvel,4.35,"Anita Blake, Vampire Hunter",Guilty Pleasures -,,Comics & Graphic Novels,2007,4.17,168,7207
9780446608473.00,,English,Aspect,5.6,The Wild Swans,,Peg Kerr,Fiction,2001,3.66,464,336
9780142000212.00,Bridget Jones,English,Penguin Books,4.15,Bridget Jones's Guide to Life,,Helen Fielding,Fiction,2001,3.48,64,1083
9780752834528.00,Matthew Scudder #1,English,Orion,2.68,The Sins of the Fathers,,Lawrence Block,Detective and mystery stories,2000,3.87,182,7148
9780142437636.00,,English,Penguin Classics,14.86,Agapē Agape,,William Gaddis,Fiction,2003,3.81,144,873
9780786852970.00,Doll People #2,English,"Little, Brown Books for Young Readers",4.92,The Meanest Doll in the World,,Laura Godwin;Ann M. M. Martin,Juvenile Fiction,2005,3.96,304,5582
9780060921088.00,,English,Harper Perennial,3.36,Declarations of Independence,Cross-examining American Ideology,Howard Zinn,Political science,1991,4.26,341,720
9780440238195.00,,English,Laurel-Leaf Books,3.07,Quiver,,Stephanie Spinner,Juvenile Fiction,2005,3.51,177,823
9780060974992.00,,English,Harper Perennial,4.75,Savage Inequalities,Children in America's Schools,Jonathan Kozol,Education,1992,4.24,272,15021
9780515138153.00,World of the Lupi #1.5,English,Berkley Books,2.92,Cravings,By Laurell K. Hamilton,MaryJanice Davidson;Eileen Wilks;Rebecca York,Fiction,2004,3.81,358,7853
9781400076819.00,,English,Vintage,5.32,The Disappointment Artist,And Other Essays,Jonathan Lethem,Literary Collections,2006,3.63,149,1594
9780452265813.00,,English,Plume,3.28,"Because it is Bitter, and Because it is My Heart",,Joyce Carol Oates,Fiction,1991,3.89,416,2631
9780385721875.00,,English,Anchor,4.06,The Age of Grief,,Jane Smiley,Fiction,2002,3.82,224,1341
9780745950549.00,The Hinges of History #2,English,Lion Hudson plc,2.91,The Gifts of the Jews,How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels,Thomas Cahill,Bible,2001,3.87,304,3066
9780425197387.00,Dirk Pitt #3,English,Berkley Books,5.33,Dirk Pitt,Iceberg. 03,Clive Cussler,Arctic regions,2004,3.84,340,17702
9780679601128.00,,English,Modern Library (NY),5.2,Stars in Their Courses,"The Gettysburg Campaign, June-July 1863",Shelby Foote,History,1994,4.45,304,1407
9780156027786.00,,English,Mariner Books,5.76,The Common Reader,First series,Virginia Woolf,Literary Collections,1984,4.17,272,1090
9780770517120.00,,English,Macmillan,43.37,Who do you think you are?,stories,Alice Munro,Canada,1978,3.93,206,302
9780393320039.00,,English,W. W. Norton & Company,5.2,On Becoming a Novelist,,John Gardner,Language Arts & Disciplines,1999,4.11,150,2241
9780141010311.00,Oregon Files #1,English,Penguin Group,2.77,Golden Buddha,,Clive Cussler;Craig Dirgo,"Cabrillo, Juan (Fictitious character)",2005,3.89,527,8822
9781405228183.00,Cat Royal Adventures #3,English,Egmont Books Ltd,2.77,Den of Thieves,,Julia Golding,Adventure stories,2007,4.21,416,1404
9780671004545.00,,English,Pocket Books,2.77,You Belong To Me,,Mary Higgins Clark,Fiction,1999,3.86,384,20406
9780756400613.00,Elemental Masters #1,English,Daw Books,0.84,The Serpent's Shadow,,Mercedes Lackey,Fiction,2002,3.99,394,8533
9780142302453.00,,English,Puffin,5.7,The Enormous Crocodile,,Roald Dahl;Quentin Blake,Juvenile Fiction,2003,3.77,32,13348
9780060540944.00,,English,Harper Perennial (NYC),4.35,1421,The Year China Discovered America,Gavin Menzies,History,2004,3.59,650,11289
9780192822895.00,Les Rougon-Macquart #19,English,Oxford University Press,4.29,La Débâcle,,Emile Zola;Elinor Dorday;Robert Lethbridge,Fiction,2000,3.99,592,763
9780340796344.00,The Famous Five #20,English,Hodder Children's Books,1.45,Five Have a Mystery to Solve,,Enid Blyton,Children's stories,2001,3.9,280,5136
9780449149911.00,,English,Ballantine Books,3.12,"Lost Boy, Lost Girl",,Peter Straub,Fiction,2004,3.48,368,3940
9780345487032.00,,English,Ballantine Books,6.07,The Devil's Labyrinth,A Novel,John Saul,Fiction,2007,3.46,352,2383
9780312422325.00,,English,Picador,14.02,Hand to Mouth,A Chronicle of Early Failure,Paul Auster,Biography & Autobiography,2003,3.62,176,1552
9780553213430.00,,English,Bantam Classics,11.26,The Complete Plays of Aristophanes,,Aristophanes,Drama,1981,4.21,577,1954
9780399154195.00,NUMA Files #7,English,Putnam Publishing Group,3.41,The Navigator,A Novel from the NUMA Files,Clive Cussler,Fiction,2007,3.93,437,5941
9780812966008.00,Theodore Roosevelt #2,English,Random House Trade Paperbacks,4.72,Theodore Rex,,Edmund Morris,Biography & Autobiography,2002,4.18,555,35943
9780440201045.00,,English,Dell,3.52,Serenissima,,Erica Jong,Fiction,1988,3.26,384,271
9780618619078.00,,English,Mariner Books,9.17,Bury the Chains,Prophets and Rebels in the Fight to Free an Empire's Slaves,Adam Hochschild,History,2006,4.27,496,1258
9780060000141.00,Dimwood Forest #5,English,HarperCollins,7.44,Poppy's Return,,Avi,Juvenile Fiction,2006,3.99,256,1086
9780679643258.00,,English,Modern Library,29.02,The Collected Autobiographies of Maya Angelou,,Maya Angelou,Biography & Autobiography,2004,4.62,1184,961
9780691120522.00,,English,Princeton University Press,12.89,Hegel's Preface to the Phenomenology of Spirit,,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy,2005,4.04,223,103
9780765312938.00,Dune #8,English,Tor Books,6.8,Sandworms of Dune,,Brian Herbert;Kevin J. Anderson,Fiction,2007,3.64,494,8180
9780679732341.00,,English,Vintage,2.15,Chilly Scenes of Winter,,Ann Beattie,Fiction,1991,3.91,288,1016
9780679890706.00,Magic Tree House #24,English,Random House for Young Readers,5.17,Earthquake in the Early Morning,,Mary Pope Osborne,Juvenile Fiction,2001,3.93,96,6580
